transaction_id,timestamp,user_id,device_id,ip_id,merchant_id,amount,label
tx_002932,2025-01-31 13:00:00,u_00405,d_0644,ip_1935,m_0059,140.34,0
tx_002933,2025-01-31 13:15:00,u_01086,d_0449,ip_0951,m_0208,510.12,0
tx_002934,2025-01-31 13:30:00,u_02019,d_1548,ip_1684,m_0229,39.98,0
tx_002935,2025-01-31 13:45:00,u_00571,d_1324,ip_0787,m_0296,1134.34,0
tx_002936,2025-01-31 14:00:00,u_01919,d_1113,ip_0424,m_0216,143.62,0
tx_002937,2025-01-31 14:15:00,u_01804,d_1717,ip_1794,m_0107,265.13,0
tx_002938,2025-01-31 14:30:00,u_02256,d_1409,ip_0684,m_0299,168.65,0
tx_002939,2025-01-31 14:45:00,u_00422,d_1559,ip_1665,m_0082,26.42,0
tx_002940,2025-01-31 15:00:00,u_01787,d_1438,ip_0693,m_0241,51.59,0
tx_002941,2025-01-31 15:15:00,ring_u_8_15,ring_d_8,ring_ip_8,ring_m_0,3930.64,1
tx_002942,2025-01-31 15:30:00,u_01907,d_0112,ip_1507,m_0280,400.9,0
tx_002943,2025-01-31 15:45:00,u_00469,d_1092,ip_0751,m_0234,37.18,0
tx_002944,2025-01-31 16:00:00,u_02055,d_1376,ip_1777,m_0179,63.07,0
tx_002945,2025-01-31 16:15:00,u_00268,d_1785,ip_0085,m_0064,175.01,0
tx_002946,2025-01-31 16:30:00,u_01472,d_1226,ip_0025,m_0056,238.14,0
tx_002947,2025-01-31 16:45:00,u_01244,d_1023,ip_0179,m_0284,231.07,0
tx_002948,2025-01-31 17:00:00,u_01327,d_1036,ip_0563,m_0240,55.48,0
tx_002949,2025-01-31 17:15:00,u_01298,d_0207,ip_0118,m_0153,30.02,0
tx_002950,2025-01-31 17:30:00,u_00078,d_0013,ip_0837,m_0263,254.44,0
tx_002951,2025-01-31 17:45:00,u_01270,d_0081,ip_0053,m_0234,622.11,0
tx_002952,2025-01-31 18:00:00,u_02341,d_1628,ip_1663,m_0116,105.08,0
tx_002953,2025-01-31 18:15:00,u_01091,d_1422,ip_0336,m_0248,47.24,0
tx_002954,2025-01-31 18:30:00,u_00692,d_0468,ip_2138,m_0238,96.56,0
tx_002955,2025-01-31 18:45:00,u_02487,d_0762,ip_1885,m_0143,220.1,0
tx_002956,2025-01-31 19:00:00,u_00247,d_0870,ip_1527,m_0005,117.55,0
tx_002957,2025-01-31 19:15:00,u_01215,d_0444,ip_1755,m_0222,606.19,0
tx_002958,2025-01-31 19:30:00,u_01281,d_0760,ip_1704,m_0101,374.27,0
tx_002959,2025-01-31 19:45:00,u_01194,d_0625,ip_1860,m_0109,178.46,0
tx_002960,2025-01-31 20:00:00,u_02304,d_1250,ip_1221,m_0214,21.02,0
tx_002961,2025-01-31 20:15:00,u_01054,d_1363,ip_1372,m_0243,74.27,0
tx_002962,2025-01-31 20:30:00,u_02433,d_0177,ip_1031,m_0026,85.8,0
tx_002963,2025-01-31 20:45:00,u_00167,d_0837,ip_1372,m_0247,70.34,0
tx_002964,2025-01-31 21:00:00,u_01834,d_1784,ip_0839,m_0087,179.62,0
tx_002965,2025-01-31 21:15:00,u_01482,d_1563,ip_0272,m_0169,183.36,0
tx_002966,2025-01-31 21:30:00,u_00601,d_1428,ip_2048,m_0260,27.82,0
tx_002967,2025-01-31 21:45:00,u_00569,d_1322,ip_1537,m_0065,331.82,0
tx_002968,2025-01-31 22:00:00,u_01799,d_0007,ip_1550,m_0066,150.83,0
tx_002969,2025-01-31 22:15:00,u_01594,d_1753,ip_0616,m_0291,212.22,0
tx_002970,2025-01-31 22:30:00,u_01527,d_1323,ip_1695,m_0111,312.57,0
tx_002971,2025-01-31 22:45:00,u_00127,d_1599,ip_1142,m_0284,68.93,0
tx_002972,2025-01-31 23:00:00,u_01494,d_1636,ip_0168,m_0107,522.65,0
tx_002973,2025-01-31 23:15:00,u_02453,d_0458,ip_2100,m_0185,128.79,0
tx_002974,2025-01-31 23:30:00,u_00043,d_0024,ip_2181,m_0153,673.54,0
tx_002975,2025-01-31 23:45:00,u_01172,d_1186,ip_1915,m_0295,60.71,0
tx_002976,2025-02-01 00:00:00,u_01235,d_0826,ip_1044,m_0165,625.31,0
tx_002977,2025-02-01 00:15:00,u_02241,d_0036,ip_0513,m_0150,60.1,0
tx_002978,2025-02-01 00:30:00,u_00707,d_0487,ip_0024,m_0139,1898.43,0
tx_002979,2025-02-01 00:45:00,u_01188,d_1783,ip_1620,m_0112,57.29,0
tx_002980,2025-02-01 01:00:00,u_01792,d_0654,ip_1960,m_0132,426.92,0
tx_002981,2025-02-01 01:15:00,u_00150,d_0469,ip_0228,m_0138,103.3,0
tx_002982,2025-02-01 01:30:00,u_02002,d_1178,ip_1505,m_0229,303.39,0
tx_002983,2025-02-01 01:45:00,u_02055,d_1196,ip_0058,m_0013,142.52,0
tx_002984,2025-02-01 02:00:00,u_01799,d_0597,ip_1708,m_0150,49.84,0
tx_002985,2025-02-01 02:15:00,u_01620,d_1528,ip_0061,m_0164,9.05,0
tx_002986,2025-02-01 02:30:00,u_01869,d_1044,ip_2145,m_0225,1821.81,0
tx_002987,2025-02-01 02:45:00,u_01954,d_0288,ip_0374,m_0199,159.66,0
tx_002988,2025-02-01 03:00:00,u_02258,d_0584,ip_0880,m_0129,7.82,0
tx_002989,2025-02-01 03:15:00,u_01070,d_1526,ip_1528,m_0032,200.86,0
tx_002990,2025-02-01 03:30:00,u_01140,d_0160,ip_1861,m_0111,295.77,0
tx_002991,2025-02-01 03:45:00,u_01594,d_0022,ip_0799,m_0076,72.6,0
tx_002992,2025-02-01 04:00:00,u_00482,d_1181,ip_2156,m_0061,73.09,0
tx_002993,2025-02-01 04:15:00,u_02140,d_0795,ip_0035,m_0216,145.5,0
tx_002994,2025-02-01 04:30:00,u_01926,d_0455,ip_1037,m_0143,494.03,0
tx_002995,2025-02-01 04:45:00,u_01577,d_0849,ip_2173,m_0238,164.02,0
tx_002996,2025-02-01 05:00:00,u_00754,d_0330,ip_0603,m_0041,641.13,0
tx_002997,2025-02-01 05:15:00,u_00869,d_0673,ip_1173,m_0295,460.0,0
tx_002998,2025-02-01 05:30:00,u_01087,d_0421,ip_0978,m_0142,118.06,0
tx_002999,2025-02-01 05:45:00,u_01656,d_1055,ip_0866,m_0075,30.86,0
tx_003000,2025-02-01 06:00:00,u_01945,d_1212,ip_1689,m_0108,118.31,0
tx_003001,2025-02-01 06:15:00,u_01679,d_1646,ip_1141,m_0252,251.26,0
tx_003002,2025-02-01 06:30:00,u_02324,d_0121,ip_1570,m_0212,157.57,0
tx_003003,2025-02-01 06:45:00,u_02401,d_0588,ip_1143,m_0051,279.9,0
tx_003004,2025-02-01 07:00:00,u_01762,d_0475,ip_2194,m_0297,351.93,0
tx_003005,2025-02-01 07:15:00,u_00927,d_1042,ip_1034,m_0039,252.36,0
tx_003006,2025-02-01 07:30:00,u_01497,d_0959,ip_1751,m_0082,112.69,0
tx_003007,2025-02-01 07:45:00,u_01062,d_1579,ip_1348,m_0218,249.61,0
tx_003008,2025-02-01 08:00:00,u_01572,d_1654,ip_1763,m_0158,1387.81,0
tx_003009,2025-02-01 08:15:00,u_02030,d_1391,ip_1948,m_0133,33.45,0
tx_003010,2025-02-01 08:30:00,u_00923,d_0358,ip_0498,m_0277,241.6,0
tx_003011,2025-02-01 08:45:00,u_01264,d_0073,ip_0663,m_0238,927.05,0
tx_003012,2025-02-01 09:00:00,u_00114,d_1618,ip_0663,m_0288,45.85,0
tx_003013,2025-02-01 09:15:00,u_01841,d_1697,ip_1071,m_0084,403.87,0
tx_003014,2025-02-01 09:30:00,u_01224,d_0450,ip_1082,m_0255,461.61,0
tx_003015,2025-02-01 09:45:00,u_01149,d_0083,ip_0008,m_0063,33.89,0
tx_003016,2025-02-01 10:00:00,u_01331,d_1225,ip_1969,m_0241,302.58,0
tx_003017,2025-02-01 10:15:00,u_00538,d_1059,ip_1891,m_0164,113.15,0
tx_003018,2025-02-01 10:30:00,u_01494,d_1599,ip_1322,m_0179,139.71,0
tx_003019,2025-02-01 10:45:00,u_01863,d_1035,ip_0672,m_0034,107.24,0
tx_003020,2025-02-01 11:00:00,u_00874,d_1368,ip_1818,m_0263,551.53,0
tx_003021,2025-02-01 11:15:00,ring_u_2_0,ring_d_2,ring_ip_2,ring_m_2,3403.62,1
tx_003022,2025-02-01 11:30:00,u_00967,d_0017,ip_0672,m_0179,93.38,0
tx_003023,2025-02-01 11:45:00,u_00496,d_0267,ip_2194,m_0049,94.98,0
tx_003024,2025-02-01 12:00:00,u_00934,d_1404,ip_2032,m_0277,105.53,0
tx_003025,2025-02-01 12:15:00,u_01567,d_0322,ip_1285,m_0096,50.42,0
tx_003026,2025-02-01 12:30:00,u_00283,d_0371,ip_0372,m_0228,92.56,0
tx_003027,2025-02-01 12:45:00,u_01868,d_1353,ip_0270,m_0229,166.95,0
tx_003028,2025-02-01 13:00:00,u_00561,d_0368,ip_2121,m_0165,222.38,0
tx_003029,2025-02-01 13:15:00,u_02236,d_0269,ip_0584,m_0036,494.74,0
tx_003030,2025-02-01 13:30:00,u_01831,d_0024,ip_1499,m_0083,188.85,0
tx_003031,2025-02-01 13:45:00,u_00681,d_0845,ip_0777,m_0183,92.34,0
tx_003032,2025-02-01 14:00:00,u_01408,d_1146,ip_1092,m_0160,54.0,0
tx_003033,2025-02-01 14:15:00,u_00276,d_1316,ip_2169,m_0175,199.24,0
tx_003034,2025-02-01 14:30:00,u_00249,d_1630,ip_1304,m_0074,131.98,0
tx_003035,2025-02-01 14:45:00,u_02390,d_1172,ip_0947,m_0161,136.41,0
tx_003036,2025-02-01 15:00:00,u_02006,d_1361,ip_0914,m_0025,192.97,0
tx_003037,2025-02-01 15:15:00,u_00386,d_0379,ip_0506,m_0145,249.48,0
tx_003038,2025-02-01 15:30:00,u_00706,d_0612,ip_1224,m_0027,194.36,0
tx_003039,2025-02-01 15:45:00,u_00494,d_0547,ip_1253,m_0199,125.15,0
tx_003040,2025-02-01 16:00:00,u_00987,d_0117,ip_0209,m_0170,66.59,0
tx_003041,2025-02-01 16:15:00,u_00728,d_1744,ip_0890,m_0255,80.42,0
tx_003042,2025-02-01 16:30:00,u_00820,d_0434,ip_1418,m_0138,346.63,0
tx_003043,2025-02-01 16:45:00,u_01323,d_0807,ip_0120,m_0048,97.17,0
tx_003044,2025-02-01 17:00:00,u_00472,d_0642,ip_2147,m_0070,38.63,0
tx_003045,2025-02-01 17:15:00,u_02207,d_0080,ip_1894,m_0244,473.23,0
tx_003046,2025-02-01 17:30:00,u_01819,d_1626,ip_1401,m_0287,57.84,0
tx_003047,2025-02-01 17:45:00,u_01901,d_0395,ip_0034,m_0018,153.74,0
tx_003048,2025-02-01 18:00:00,u_00423,d_0180,ip_1139,m_0202,242.54,0
tx_003049,2025-02-01 18:15:00,u_01770,d_0616,ip_1976,m_0144,148.89,0
tx_003050,2025-02-01 18:30:00,u_02090,d_0258,ip_0049,m_0077,12.45,0
tx_003051,2025-02-01 18:45:00,u_00437,d_1799,ip_1742,m_0153,219.31,0
tx_003052,2025-02-01 19:00:00,u_01878,d_0340,ip_1846,m_0280,559.18,0
tx_003053,2025-02-01 19:15:00,u_00894,d_0544,ip_0166,m_0059,325.88,0
tx_003054,2025-02-01 19:30:00,u_01968,d_0488,ip_0506,m_0251,17.74,0
tx_003055,2025-02-01 19:45:00,u_01196,d_0047,ip_1591,m_0026,1245.44,0
tx_003056,2025-02-01 20:00:00,u_02005,d_0023,ip_2005,m_0216,39.42,0
tx_003057,2025-02-01 20:15:00,u_00368,d_0923,ip_1696,m_0022,50.48,0
tx_003058,2025-02-01 20:30:00,u_00972,d_0418,ip_1156,m_0018,324.37,0
tx_003059,2025-02-01 20:45:00,u_00683,d_0150,ip_1325,m_0011,233.42,0
tx_003060,2025-02-01 21:00:00,u_00620,d_0524,ip_1154,m_0241,160.83,0
tx_003061,2025-02-01 21:15:00,u_00770,d_0493,ip_1270,m_0172,83.98,0
tx_003062,2025-02-01 21:30:00,u_00956,d_0763,ip_1695,m_0207,561.64,0
tx_003063,2025-02-01 21:45:00,u_00318,d_1786,ip_0109,m_0046,142.69,0
tx_003064,2025-02-01 22:00:00,u_01767,d_0552,ip_0460,m_0276,31.01,0
tx_003065,2025-02-01 22:15:00,u_01375,d_1268,ip_0130,m_0242,508.92,0
tx_003066,2025-02-01 22:30:00,u_02073,d_1383,ip_1751,m_0146,184.8,0
tx_003067,2025-02-01 22:45:00,u_01762,d_0091,ip_1600,m_0269,452.6,0
tx_003068,2025-02-01 23:00:00,u_00372,d_0902,ip_0116,m_0042,263.1,0
tx_003069,2025-02-01 23:15:00,u_00174,d_0807,ip_0232,m_0087,1622.34,0
tx_003070,2025-02-01 23:30:00,u_01057,d_0913,ip_0582,m_0014,108.86,0
tx_003071,2025-02-01 23:45:00,u_01202,d_0308,ip_0532,m_0049,150.82,0
tx_003072,2025-02-02 00:00:00,u_00600,d_0837,ip_1142,m_0252,304.85,0
tx_003073,2025-02-02 00:15:00,u_01955,d_0221,ip_1097,m_0122,109.53,0
tx_003074,2025-02-02 00:30:00,u_01453,d_1702,ip_0786,m_0193,331.17,0
tx_003075,2025-02-02 00:45:00,u_01869,d_1056,ip_0361,m_0264,7.79,0
tx_003076,2025-02-02 01:00:00,u_00272,d_0062,ip_1428,m_0229,137.99,0
tx_003077,2025-02-02 01:15:00,u_02037,d_0910,ip_1737,m_0119,133.89,0
tx_003078,2025-02-02 01:30:00,u_00515,d_1667,ip_1408,m_0104,129.13,0
tx_003079,2025-02-02 01:45:00,u_01120,d_1337,ip_1776,m_0032,61.75,0
tx_003080,2025-02-02 02:00:00,u_01098,d_0491,ip_2010,m_0248,367.28,0
tx_003081,2025-02-02 02:15:00,u_02051,d_1606,ip_1852,m_0295,89.62,0
tx_003082,2025-02-02 02:30:00,u_00692,d_0333,ip_1433,m_0150,181.32,0
tx_003083,2025-02-02 02:45:00,u_00601,d_0444,ip_0109,m_0149,143.0,0
tx_003084,2025-02-02 03:00:00,u_00849,d_0278,ip_0736,m_0254,244.78,0
tx_003085,2025-02-02 03:15:00,u_00902,d_1661,ip_0941,m_0102,620.77,0
tx_003086,2025-02-02 03:30:00,u_00454,d_1290,ip_1567,m_0121,180.39,0
tx_003087,2025-02-02 03:45:00,u_00440,d_0932,ip_1863,m_0268,344.26,0
tx_003088,2025-02-02 04:00:00,u_00578,d_1202,ip_1408,m_0113,171.55,0
tx_003089,2025-02-02 04:15:00,u_01168,d_0465,ip_0799,m_0278,89.48,0
tx_003090,2025-02-02 04:30:00,u_00858,d_0127,ip_1733,m_0048,128.82,0
tx_003091,2025-02-02 04:45:00,u_00980,d_1522,ip_1530,m_0149,111.77,0
tx_003092,2025-02-02 05:00:00,u_01797,d_1735,ip_1755,m_0146,261.95,0
tx_003093,2025-02-02 05:15:00,u_00602,d_0063,ip_1296,m_0092,165.12,0
tx_003094,2025-02-02 05:30:00,u_02274,d_0093,ip_1422,m_0288,67.07,0
tx_003095,2025-02-02 05:45:00,u_01879,d_1007,ip_0763,m_0144,118.87,0
tx_003096,2025-02-02 06:00:00,u_00436,d_0077,ip_0879,m_0263,32.27,0
tx_003097,2025-02-02 06:15:00,u_00784,d_1298,ip_0608,m_0065,123.4,0
tx_003098,2025-02-02 06:30:00,ring_u_5_5,ring_d_5,ring_ip_5,ring_m_5,1945.7,1
tx_003099,2025-02-02 06:45:00,u_00682,d_0503,ip_1436,m_0143,905.46,0
tx_003100,2025-02-02 07:00:00,u_00913,d_0529,ip_0844,m_0169,571.61,0
tx_003101,2025-02-02 07:15:00,u_00327,d_1554,ip_0293,m_0068,52.77,0
tx_003102,2025-02-02 07:30:00,u_00036,d_0641,ip_0077,m_0093,181.59,0
tx_003103,2025-02-02 07:45:00,u_01097,d_0432,ip_1892,m_0186,184.81,0
tx_003104,2025-02-02 08:00:00,u_01752,d_0151,ip_0957,m_0083,117.87,0
tx_003105,2025-02-02 08:15:00,u_00757,d_1511,ip_1268,m_0227,125.63,0
tx_003106,2025-02-02 08:30:00,u_02151,d_1666,ip_1990,m_0143,104.17,0
tx_003107,2025-02-02 08:45:00,u_00923,d_0141,ip_0245,m_0290,965.56,0
tx_003108,2025-02-02 09:00:00,u_02251,d_1445,ip_2062,m_0071,97.89,0
tx_003109,2025-02-02 09:15:00,u_00589,d_0287,ip_1547,m_0252,208.71,0
tx_003110,2025-02-02 09:30:00,u_01348,d_0249,ip_1408,m_0147,11.83,0
tx_003111,2025-02-02 09:45:00,u_01907,d_0685,ip_0948,m_0025,338.18,0
tx_003112,2025-02-02 10:00:00,u_00147,d_0786,ip_1553,m_0211,485.05,0
tx_003113,2025-02-02 10:15:00,u_02325,d_1537,ip_0448,m_0063,51.83,0
tx_003114,2025-02-02 10:30:00,u_00912,d_1259,ip_0664,m_0041,88.95,0
tx_003115,2025-02-02 10:45:00,u_01244,d_0260,ip_2114,m_0159,233.11,0
tx_003116,2025-02-02 11:00:00,u_01571,d_1051,ip_0606,m_0235,151.33,0
tx_003117,2025-02-02 11:15:00,u_01607,d_1575,ip_1583,m_0077,236.6,0
tx_003118,2025-02-02 11:30:00,u_00059,d_1191,ip_2046,m_0186,111.36,0
tx_003119,2025-02-02 11:45:00,u_02167,d_0413,ip_1304,m_0004,956.49,0
tx_003120,2025-02-02 12:00:00,u_01559,d_0231,ip_0654,m_0055,75.96,0
tx_003121,2025-02-02 12:15:00,u_02497,d_0814,ip_1867,m_0226,2189.82,0
tx_003122,2025-02-02 12:30:00,u_01178,d_0849,ip_1817,m_0003,513.85,0
tx_003123,2025-02-02 12:45:00,u_01533,d_0634,ip_1196,m_0107,341.08,0
tx_003124,2025-02-02 13:00:00,u_01102,d_0196,ip_0252,m_0152,52.43,0
tx_003125,2025-02-02 13:15:00,ring_u_11_4,ring_d_11,ring_ip_11,ring_m_3,4729.25,1
tx_003126,2025-02-02 13:30:00,u_02080,d_0952,ip_0949,m_0293,271.49,0
tx_003127,2025-02-02 13:45:00,u_02271,d_1699,ip_0416,m_0152,17.82,0
tx_003128,2025-02-02 14:00:00,u_01260,d_1076,ip_0884,m_0101,36.43,0
tx_003129,2025-02-02 14:15:00,u_01978,d_0788,ip_0337,m_0293,212.22,0
tx_003130,2025-02-02 14:30:00,u_00896,d_1676,ip_1523,m_0167,129.89,0
tx_003131,2025-02-02 14:45:00,u_01152,d_1242,ip_0950,m_0203,88.55,0
tx_003132,2025-02-02 15:00:00,u_01900,d_1292,ip_1607,m_0027,436.57,0
tx_003133,2025-02-02 15:15:00,u_00202,d_1035,ip_1003,m_0047,61.33,0
tx_003134,2025-02-02 15:30:00,u_01776,d_1373,ip_1570,m_0013,94.14,0
tx_003135,2025-02-02 15:45:00,u_00039,d_0903,ip_1613,m_0154,77.71,0
tx_003136,2025-02-02 16:00:00,u_01451,d_1119,ip_0352,m_0250,247.19,0
tx_003137,2025-02-02 16:15:00,u_01193,d_1109,ip_0972,m_0270,26.59,0
tx_003138,2025-02-02 16:30:00,u_01171,d_1354,ip_1649,m_0172,90.23,0
tx_003139,2025-02-02 16:45:00,u_01235,d_1617,ip_1304,m_0016,26.5,0
tx_003140,2025-02-02 17:00:00,u_01229,d_0529,ip_0487,m_0187,108.54,0
tx_003141,2025-02-02 17:15:00,u_01018,d_1258,ip_1831,m_0191,305.84,0
tx_003142,2025-02-02 17:30:00,u_01128,d_0056,ip_0439,m_0179,311.34,0
tx_003143,2025-02-02 17:45:00,u_01420,d_0958,ip_2185,m_0216,71.69,0
tx_003144,2025-02-02 18:00:00,u_01908,d_1617,ip_1555,m_0167,252.98,0
tx_003145,2025-02-02 18:15:00,u_01380,d_1161,ip_0709,m_0211,123.33,0
tx_003146,2025-02-02 18:30:00,u_01606,d_0481,ip_0428,m_0145,578.87,0
tx_003147,2025-02-02 18:45:00,u_02091,d_1091,ip_1984,m_0045,130.33,0
tx_003148,2025-02-02 19:00:00,u_02473,d_0643,ip_1151,m_0023,7.59,0
tx_003149,2025-02-02 19:15:00,u_00271,d_0779,ip_1773,m_0272,363.1,0
tx_003150,2025-02-02 19:30:00,u_01782,d_0410,ip_1829,m_0132,93.78,0
tx_003151,2025-02-02 19:45:00,u_00562,d_1124,ip_0149,m_0096,112.82,0
tx_003152,2025-02-02 20:00:00,u_00491,d_0357,ip_1504,m_0087,207.66,0
tx_003153,2025-02-02 20:15:00,u_01982,d_0798,ip_0735,m_0015,35.71,0
tx_003154,2025-02-02 20:30:00,u_00171,d_1690,ip_1996,m_0283,159.92,0
tx_003155,2025-02-02 20:45:00,u_02119,d_1363,ip_0481,m_0024,253.28,0
tx_003156,2025-02-02 21:00:00,u_01926,d_0745,ip_0073,m_0065,213.59,0
tx_003157,2025-02-02 21:15:00,u_02487,d_1744,ip_1461,m_0137,81.54,0
tx_003158,2025-02-02 21:30:00,u_01669,d_0025,ip_1214,m_0107,400.19,0
tx_003159,2025-02-02 21:45:00,u_02182,d_1727,ip_1221,m_0011,54.74,0
tx_003160,2025-02-02 22:00:00,u_00296,d_0633,ip_0579,m_0098,79.4,0
tx_003161,2025-02-02 22:15:00,u_02224,d_1477,ip_1088,m_0233,129.54,0
tx_003162,2025-02-02 22:30:00,u_00400,d_1705,ip_2121,m_0075,199.43,0
tx_003163,2025-02-02 22:45:00,u_00785,d_1083,ip_1679,m_0259,107.28,0
tx_003164,2025-02-02 23:00:00,u_00320,d_1098,ip_2166,m_0108,507.04,0
tx_003165,2025-02-02 23:15:00,u_01004,d_1348,ip_0733,m_0004,199.39,0
tx_003166,2025-02-02 23:30:00,u_01872,d_0431,ip_1914,m_0032,160.08,0
tx_003167,2025-02-02 23:45:00,u_00670,d_0320,ip_0842,m_0243,192.51,0
tx_003168,2025-02-03 00:00:00,u_02055,d_0618,ip_2058,m_0121,308.87,0
tx_003169,2025-02-03 00:15:00,u_01515,d_0862,ip_1904,m_0294,188.82,0
tx_003170,2025-02-03 00:30:00,u_01572,d_1337,ip_0362,m_0236,24.3,0
tx_003171,2025-02-03 00:45:00,u_02347,d_0463,ip_2138,m_0009,441.2,0
tx_003172,2025-02-03 01:00:00,u_01079,d_1016,ip_1336,m_0093,167.28,0
tx_003173,2025-02-03 01:15:00,u_00861,d_0006,ip_1707,m_0217,294.37,0
tx_003174,2025-02-03 01:30:00,u_02486,d_0055,ip_1273,m_0018,98.89,0
tx_003175,2025-02-03 01:45:00,u_01392,d_1740,ip_0477,m_0299,23.89,0
tx_003176,2025-02-03 02:00:00,u_01536,d_1530,ip_2166,m_0049,15.2,0
tx_003177,2025-02-03 02:15:00,u_00740,d_1554,ip_0247,m_0239,57.72,0
tx_003178,2025-02-03 02:30:00,u_00538,d_0591,ip_1779,m_0252,248.96,0
tx_003179,2025-02-03 02:45:00,u_00424,d_0924,ip_0460,m_0151,543.42,0
tx_003180,2025-02-03 03:00:00,u_00558,d_1214,ip_1728,m_0241,200.73,0
tx_003181,2025-02-03 03:15:00,u_00487,d_0457,ip_0930,m_0265,51.82,0
tx_003182,2025-02-03 03:30:00,u_01866,d_1340,ip_0520,m_0220,67.75,0
tx_003183,2025-02-03 03:45:00,u_00144,d_1247,ip_0520,m_0212,578.7,0
tx_003184,2025-02-03 04:00:00,u_01573,d_0733,ip_0703,m_0116,40.01,0
tx_003185,2025-02-03 04:15:00,u_02373,d_0782,ip_1982,m_0087,1214.12,0
tx_003186,2025-02-03 04:30:00,u_01913,d_0553,ip_1692,m_0260,968.78,0
tx_003187,2025-02-03 04:45:00,u_01007,d_1446,ip_1475,m_0067,1254.79,0
tx_003188,2025-02-03 05:00:00,u_00148,d_1776,ip_1385,m_0124,217.17,0
tx_003189,2025-02-03 05:15:00,u_02085,d_1799,ip_0916,m_0153,105.48,0
tx_003190,2025-02-03 05:30:00,u_00007,d_1388,ip_1983,m_0117,211.95,0
tx_003191,2025-02-03 05:45:00,u_01703,d_0628,ip_0602,m_0111,368.18,0
tx_003192,2025-02-03 06:00:00,u_01677,d_1405,ip_2074,m_0179,77.42,0
tx_003193,2025-02-03 06:15:00,u_00479,d_0439,ip_0837,m_0098,49.34,0
tx_003194,2025-02-03 06:30:00,u_01849,d_1613,ip_0751,m_0296,111.73,0
tx_003195,2025-02-03 06:45:00,u_00438,d_0481,ip_1047,m_0053,68.56,0
tx_003196,2025-02-03 07:00:00,u_00564,d_0725,ip_1646,m_0116,513.31,0
tx_003197,2025-02-03 07:15:00,u_02029,d_0168,ip_1570,m_0253,80.12,0
tx_003198,2025-02-03 07:30:00,u_02447,d_0146,ip_1686,m_0142,163.31,0
tx_003199,2025-02-03 07:45:00,u_00661,d_0709,ip_0196,m_0211,396.64,0
tx_003200,2025-02-03 08:00:00,u_02303,d_0990,ip_0354,m_0194,533.7,0
tx_003201,2025-02-03 08:15:00,u_02283,d_0031,ip_1867,m_0099,182.83,0
tx_003202,2025-02-03 08:30:00,u_01923,d_1523,ip_2157,m_0223,217.96,0
tx_003203,2025-02-03 08:45:00,u_00350,d_0205,ip_0280,m_0071,53.68,0
tx_003204,2025-02-03 09:00:00,u_00748,d_1797,ip_1989,m_0224,412.84,0
tx_003205,2025-02-03 09:15:00,u_01694,d_0489,ip_0577,m_0038,525.07,0
tx_003206,2025-02-03 09:30:00,u_02498,d_0682,ip_2154,m_0208,22.87,0
tx_003207,2025-02-03 09:45:00,u_02036,d_0287,ip_2185,m_0033,865.19,0
tx_003208,2025-02-03 10:00:00,u_01050,d_1483,ip_1401,m_0260,73.65,0
tx_003209,2025-02-03 10:15:00,u_00588,d_1317,ip_0418,m_0187,268.98,0
tx_003210,2025-02-03 10:30:00,u_02400,d_0141,ip_1734,m_0012,160.38,0
tx_003211,2025-02-03 10:45:00,u_00690,d_0190,ip_0222,m_0032,139.72,0
tx_003212,2025-02-03 11:00:00,u_00855,d_1096,ip_0735,m_0056,120.72,0
tx_003213,2025-02-03 11:15:00,u_02411,d_1558,ip_1404,m_0288,55.01,0
tx_003214,2025-02-03 11:30:00,u_01404,d_0197,ip_0148,m_0176,250.59,0
tx_003215,2025-02-03 11:45:00,u_00661,d_0398,ip_0864,m_0083,111.49,0
tx_003216,2025-02-03 12:00:00,u_00013,d_0981,ip_1753,m_0083,40.07,0
tx_003217,2025-02-03 12:15:00,u_01074,d_0195,ip_0202,m_0007,52.72,0
tx_003218,2025-02-03 12:30:00,u_02465,d_0548,ip_0806,m_0060,40.75,0
tx_003219,2025-02-03 12:45:00,u_01081,d_0018,ip_0008,m_0256,87.83,0
tx_003220,2025-02-03 13:00:00,u_01748,d_0898,ip_1448,m_0179,241.07,0
tx_003221,2025-02-03 13:15:00,u_00632,d_1287,ip_0174,m_0110,72.88,0
tx_003222,2025-02-03 13:30:00,u_01939,d_0741,ip_0618,m_0006,393.64,0
tx_003223,2025-02-03 13:45:00,u_01939,d_0461,ip_1150,m_0102,131.73,0
tx_003224,2025-02-03 14:00:00,u_01520,d_0763,ip_0471,m_0114,111.12,0
tx_003225,2025-02-03 14:15:00,u_01929,d_0917,ip_0507,m_0035,150.92,0
tx_003226,2025-02-03 14:30:00,u_01447,d_0298,ip_1836,m_0182,598.94,0
tx_003227,2025-02-03 14:45:00,u_00945,d_0200,ip_1710,m_0198,37.66,0
tx_003228,2025-02-03 15:00:00,u_01844,d_0327,ip_0177,m_0299,777.72,0
tx_003229,2025-02-03 15:15:00,u_02087,d_1773,ip_1886,m_0107,387.67,0
tx_003230,2025-02-03 15:30:00,u_02102,d_1301,ip_1029,m_0082,145.23,0
tx_003231,2025-02-03 15:45:00,u_00532,d_0225,ip_0318,m_0246,484.46,0
tx_003232,2025-02-03 16:00:00,u_01691,d_0542,ip_1994,m_0105,107.5,0
tx_003233,2025-02-03 16:15:00,u_00010,d_0741,ip_0741,m_0189,197.49,0
